Visitor Arrivals by Nationality & Purpose of Visit to Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-24,,Europe Total,,,,,United Kingdom,,,,,France,,,,,Germany,,,,,Italy,,,,,Russia,,,,,Spain,,,,,Sweden,,,,,Netherland,,,,,Swiss,,,,,Belgium,,,,,Finland,,,,,Poland,,,,,Denmark,,,,,Norway,,,,,Austria,,,,,Portugal,,,,,Ireland,,,,,Europe Unclassified,,,,,,,,,,
,,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,Total,Tourist,Business,Others,Short Excursion,,,,,,
,2014　Jan．,"56,833 ","28,677 ","18,413 ","9,743 ",0 ,"13,972 ","7,455 ","4,080 ","2,437 ",0 ,"9,132 ","4,593 ","2,803 ","1,736 ",0 ,"7,365 ","2,591 ","3,829 ",945 ,0 ,"3,280 ","1,646 ","1,131 ",503 ,0 ,"4,285 ","2,550 ",872 ,863 ,0 ,"1,962 ","1,097 ",479 ,386 ,0 ,"2,513 ","1,333 ",772 ,408 ,0 ,"2,056 ","1,016 ",846 ,194 ,0 ,"1,446 ",869 ,434 ,143 ,0 ,901 ,352 ,436 ,113 ,0 ,"1,426 ","1,042 ",265 ,119 ,0 ,705 ,323 ,205 ,177 ,0 ,"1,116 ",572 ,431 ,113 ,0 ,964,594,293,77,0,883 ,383 ,323 ,177 ,0 ,705 ,557,98,50,0,930 ,406 ,265 ,259 ,0 ,3192,1298,851,1043,0,,,,,,
,Feb．,"58,659 ","32,802 ","21,891 ","3,966 ",0 ,"14,835 ","9,151 ","4,766 ",918 ,0 ,"8,882 ","5,122 ","3,070 ",690 ,0 ,"8,954 ","3,605 ","4,888 ",461 ,0 ,"3,800 ","1,946 ","1,649 ",205 ,0 ,"3,423 ","1,973 ","1,124 ",326 ,0 ,"2,154 ","1,355 ",657 ,142 ,0 ,"2,268 ","1,439 ",748 ,81 ,0 ,"2,211 ","1,112 ","1,014 ",85 ,0 ,"1,565 ",919 ,560 ,86 ,0 ,"1,017 ",439 ,509 ,69 ,0 ,"1,324 ",974 ,306 ,44 ,0 ,722 ,435 ,209 ,78 ,0 ,"1,120 ",642 ,432 ,46 ,0 ,941,677,230,34,0,912 ,515 ,349 ,48 ,0 ,709 ,568,120,21,0,819 ,425 ,343 ,51 ,0 ,3003,1505,917,581,0,,,,,,
,Mar．,"94,334 ","59,522 ","27,515 ","7,297 ",0 ,"20,029 ","12,868 ","5,831 ","1,330 ",0 ,"15,788 ","10,382 ","4,016 ","1,390 ",0 ,"13,752 ","7,203 ","5,556 ",993 ,0 ,"6,541 ","4,187 ","1,945 ",409 ,0 ,"6,426 ","4,096 ","1,623 ",707 ,0 ,"3,636 ","2,509 ",860 ,267 ,0 ,"4,097 ","2,675 ","1,118 ",304 ,0 ,"3,548 ","2,079 ","1,298 ",171 ,0 ,"2,763 ","2,011 ",635 ,117 ,0 ,"1,673 ",953 ,635 ,85 ,0 ,"2,289 ","1,713 ",444 ,132 ,0 ,"1,789 ","1,330 ",297 ,162 ,0 ,"1,701 ","1,034 ",596 ,71 ,0 ,1430,924,349,157,0,"1,261 ",736 ,455 ,70 ,0 ,"1,090 ",876,175,39,0,"1,028 ",569 ,340 ,119 ,0 ,5493,3377,1342,774,0,,,,,,
,Apr．,"120,433 ","92,844 ","21,930 ","5,659 ",0 ,"23,588 ","18,269 ","4,105 ","1,214 ",0 ,"22,166 ","17,834 ","3,339 ",993 ,0 ,"15,218 ","9,893 ","4,686 ",639 ,0 ,"9,467 ","7,793 ","1,360 ",314 ,0 ,"6,807 ","4,578 ","1,671 ",558 ,0 ,"6,056 ","5,292 ",542 ,222 ,0 ,"5,280 ","4,198 ",843 ,239 ,0 ,"3,914 ","2,809 ",998 ,107 ,0 ,"4,514 ","3,844 ",501 ,169 ,0 ,"2,320 ","1,796 ",461 ,63 ,0 ,"2,104 ","1,688 ",354 ,62 ,0 ,"2,394 ","1,988 ",267 ,139 ,0 ,"2,336 ","1,782 ",510 ,44 ,0 ,2400,2047,304,49,0,"1,784 ","1,257 ",415 ,112 ,0 ,"1,535 ",1390,125,20,0,"1,285 ",866 ,318 ,101 ,0 ,7265,5520,1131,614,0,,,,,,
,May．,"83,160 ","53,288 ","23,799 ","6,073 ",0 ,"16,846 ","10,737 ","4,852 ","1,257 ",0 ,"14,879 ","10,285 ","3,388 ","1,206 ",0 ,"12,101 ","6,162 ","5,226 ",713 ,0 ,"5,887 ","3,705 ","1,693 ",489 ,0 ,"5,041 ","3,279 ","1,215 ",547 ,0 ,"4,407 ","3,497 ",690 ,220 ,0 ,"2,942 ","1,791 ",980 ,171 ,0 ,"3,370 ","2,164 ","1,072 ",134 ,0 ,"2,673 ","1,986 ",592 ,95 ,0 ,"1,642 ",953 ,612 ,77 ,0 ,"1,698 ","1,135 ",453 ,110 ,0 ,"1,654 ","1,230 ",291 ,133 ,0 ,"1,166 ",658 ,452 ,56 ,0 ,825,499,270,56,0,"1,196 ",696 ,437 ,63 ,0 ,"1,061 ",870,161,30,0,"1,059 ",608 ,329 ,122 ,0 ,4713,3033,1086,594,0,,,,,,
,Jun．,"70,679 ","42,761 ","22,814 ","5,104 ",0 ,"15,019 ","9,218 ","4,776 ","1,025 ",0 ,"11,512 ","6,844 ","3,658 ","1,010 ",0 ,"9,427 ","4,213 ","4,679 ",535 ,0 ,"4,968 ","3,015 ","1,705 ",248 ,0 ,"4,999 ","3,428 ","1,118 ",453 ,0 ,"3,470 ","2,649 ",662 ,159 ,0 ,"3,041 ","2,117 ",786 ,138 ,0 ,"2,626 ","1,444 ","1,081 ",101 ,0 ,"1,916 ","1,283 ",545 ,88 ,0 ,"1,254 ",667 ,526 ,61 ,0 ,"1,548 ","1,104 ",393 ,51 ,0 ,"1,091 ",728 ,266 ,97 ,0 ,"1,265 ",730 ,492 ,43 ,0 ,1301,964,303,34,0,938 ,491 ,380 ,67 ,0 ,"1,130 ",958,157,15,0,952 ,564 ,315 ,73 ,0 ,4222,2344,972,906,0,,,,,,
,Jul．,"99,853 ","73,911 ","20,052 ","5,890 ",0 ,"19,625 ","14,169 ","4,181 ","1,275 ",0 ,"18,646 ","14,545 ","3,041 ","1,060 ",0 ,"11,653 ","6,322 ","4,703 ",628 ,0 ,"6,921 ","5,139 ","1,524 ",258 ,0 ,"5,809 ","3,978 ","1,171 ",660 ,0 ,"7,331 ","6,525 ",602 ,204 ,0 ,"3,238 ","2,609 ",462 ,167 ,0 ,"4,535 ","3,580 ",830 ,125 ,0 ,"3,954 ","3,285 ",507 ,162 ,0 ,"2,135 ","1,651 ",418 ,66 ,0 ,"1,491 ","1,190 ",239 ,62 ,0 ,"1,852 ","1,487 ",246 ,119 ,0 ,"2,092 ","1,739 ",286 ,67 ,0 ,1787,1564,156,67,0,"1,420 ","1,008 ",352 ,60 ,0 ,"1,285 ",1125,131,29,0,"1,122 ",720 ,283 ,119 ,0 ,4957,3275,920,762,0,,,,,,
,Aug．,"92,448 ","68,790 ","13,835 ","9,823 ",0 ,"15,811 ","10,261 ","3,059 ","2,491 ",0 ,"17,533 ","13,793 ","1,788 ","1,952 ",0 ,"10,715 ","6,635 ","2,988 ","1,092 ",0 ,"10,664 ","9,469 ",735 ,460 ,0 ,"5,349 ","3,736 ",873 ,740 ,0 ,"10,598 ","9,909 ",342 ,347 ,0 ,"2,236 ","1,232 ",526 ,478 ,0 ,"3,052 ","2,101 ",720 ,231 ,0 ,"2,237 ","1,677 ",405 ,155 ,0 ,"1,383 ",921 ,321 ,141 ,0 ,"1,025 ",635 ,251 ,139 ,0 ,"1,555 ","1,238 ",145 ,172 ,0 ,989 ,547 ,324 ,118 ,0 ,762,505,155,102,0,"1,271 ",919 ,261 ,91 ,0 ,"1,715 ",1587,75,53,0,944 ,562 ,221 ,161 ,0 ,4609,3063,646,900,0,,,,,,
,Sep．,"91,933 ","56,658 ","24,589 ","10,686 ",0 ,"20,654 ","13,136 ","5,259 ","2,259 ",0 ,"13,603 ","8,136 ","3,679 ","1,788 ",0 ,"12,720 ","6,403 ","4,936 ","1,381 ",0 ,"7,032 ","4,658 ","1,656 ",718 ,0 ,"5,038 ","3,068 ","1,148 ",822 ,0 ,"6,649 ","5,472 ",764 ,413 ,0 ,"2,987 ","1,627 ","1,034 ",326 ,0 ,"3,532 ","2,145 ","1,154 ",233 ,0 ,"3,050 ","2,181 ",695 ,174 ,0 ,"1,718 ","1,017 ",559 ,142 ,0 ,"1,360 ",772 ,413 ,175 ,0 ,"1,790 ","1,324 ",266 ,200 ,0 ,"1,302 ",650 ,535 ,117 ,0 ,1286,820,338,128,0,"1,534 ",796 ,493 ,245 ,0 ,"1,143 ",922,168,53,0,"1,126 ",663 ,338 ,125 ,0 ,5409,2868,1154,1387,0,,,,,,
,Oct．,"118,552 ","79,377 ","31,555 ","7,620 ",0 ,"24,299 ","16,515 ","6,433 ","1,351 ",0 ,"20,172 ","14,399 ","4,561 ","1,212 ",0 ,"16,469 ","9,141 ","6,529 ",799 ,0 ,"8,860 ","5,881 ","2,332 ",647 ,0 ,"6,791 ","4,342 ","1,795 ",654 ,0 ,"6,780 ","5,178 ",992 ,610 ,0 ,"4,634 ","3,110 ","1,140 ",384 ,0 ,"4,824 ","3,018 ","1,602 ",204 ,0 ,"4,327 ","3,307 ",874 ,146 ,0 ,"2,135 ","1,339 ",712 ,84 ,0 ,"2,128 ","1,456 ",600 ,72 ,0 ,"2,102 ","1,576 ",391 ,135 ,0 ,"2,263 ","1,610 ",603 ,50 ,0 ,1398,967,363,68,0,"1,661 ",976 ,576 ,109 ,0 ,"1,495 ",1268,206,21,0,"1,268 ",763 ,405 ,100 ,0 ,6946,4531,1441,974,0,,,,,,
,Nov．,"87,717 ","49,935 ","31,828 ","5,954 ",0 ,"18,470 ","10,771 ","6,419 ","1,280 ",0 ,"13,280 ","7,767 ","4,617 ",896 ,0 ,"12,945 ","5,317 ","6,859 ",769 ,0 ,"6,323 ","3,438 ","2,467 ",418 ,0 ,"6,185 ","4,071 ","1,479 ",635 ,0 ,"4,162 ","2,974 ",991 ,197 ,0 ,"3,579 ","2,093 ","1,285 ",201 ,0 ,"3,469 ","1,865 ","1,475 ",129 ,0 ,"2,447 ","1,521 ",801 ,125 ,0 ,"1,597 ",782 ,735 ,80 ,0 ,"1,556 ",964 ,527 ,65 ,0 ,"1,450 ",943 ,400 ,107 ,0 ,"1,555 ",858 ,639 ,58 ,0 ,1186,703,433,50,0,"1,398 ",749 ,576 ,73 ,0 ,"1,164 ",922,212,30,0,"1,037 ",518 ,431 ,88 ,0 ,5914,3679,1482,753,0,,,,,,
,Dec．,"74,130 ","53,291 ","15,653 ","5,186 ",0 ,"16,912 ","12,497 ","3,241 ","1,174 ",0 ,"12,977 ","9,303 ","2,780 ",894 ,0 ,"8,935 ","5,060 ","3,252 ",623 ,0 ,"6,788 ","5,598 ",965 ,225 ,0 ,"3,924 ","2,697 ",772 ,455 ,0 ,"3,337 ","2,745 ",435 ,157 ,0 ,"3,310 ","2,566 ",582 ,162 ,0 ,"2,729 ","1,876 ",737 ,116 ,0 ,"2,258 ","1,806 ",365 ,87 ,0 ,"1,159 ",698 ,386 ,75 ,0 ,"1,712 ","1,363 ",275 ,74 ,0 ,779 ,522 ,168 ,89 ,0 ,996 ,641 ,302 ,53 ,0 ,950,742,166,42,0,"1,140 ",766 ,281 ,93 ,0 ,"1,407 ",1302,81,24,0,"1,026 ",722 ,225 ,79 ,0 ,3791,2387,640,764,0,,,,,,
,2015　Jan．,"62,847 ","32,296 ","19,615 ","10,936 ",0 ,"15,030 ","8,216 ","4,161 ","2,653 ",0 ,"10,035 ","4,801 ","3,129 ","2,105 ",0 ,"8,325 ","3,079 ","4,148 ","1,098 ",0 ,"4,168 ","2,175 ","1,327 ",666 ,0 ,"4,024 ","2,427 ",722 ,875 ,0 ,"2,501 ","1,338 ",680 ,483 ,0 ,"2,948 ","1,853 ",658 ,437 ,0 ,"2,145 ","1,034 ",879 ,232 ,0 ,"1,677 ","1,064 ",459 ,154 ,0 ,"1,046 ",467 ,453 ,126 ,0 ,"1,501 ","1,006 ",355 ,140 ,0 ,801 ,408 ,182 ,211 ,0 ,"1,196 ",581 ,468 ,147 ,0 ,1114,736,282,96,0,"1,024 ",456 ,351 ,217 ,0 ,777 ,562,148,67,0,936 ,386 ,313 ,237 ,0 ,3599,1707,900,992,0,,,,,,
,Feb．,"69,706 ","43,549 ","21,544 ","4,613 ",0 ,"17,770 ","12,287 ","4,444 ","1,039 ",0 ,"11,951 ","7,812 ","3,262 ",877 ,0 ,"9,815 ","4,549 ","4,699 ",567 ,0 ,"4,680 ","2,715 ","1,709 ",256 ,0 ,"2,781 ","1,675 ",789 ,317 ,0 ,"2,806 ","1,889 ",744 ,173 ,0 ,"2,662 ","1,843 ",702 ,117 ,0 ,"2,478 ","1,412 ",963 ,103 ,0 ,"1,849 ","1,285 ",481 ,83 ,0 ,"1,435 ",786 ,591 ,58 ,0 ,"1,401 ",997 ,343 ,61 ,0 ,"1,080 ",661 ,324 ,95 ,0 ,"1,224 ",723 ,451 ,50 ,0 ,1112,851,234,27,0,"1,100 ",633 ,401 ,66 ,0 ,"1,004 ",850,130,24,0,930 ,558 ,303 ,69 ,0 ,3628,2023,974,631,0,,,,,,
,Mar．,"118,398 ","82,415 ","28,004 ","7,979 ",0 ,"25,205 ","17,810 ","5,854 ","1,541 ",0 ,"18,090 ","12,227 ","4,358 ","1,505 ",0 ,"18,374 ","11,356 ","5,916 ","1,102 ",0 ,"8,869 ","6,182 ","2,171 ",516 ,0 ,"5,503 ","3,898 ","1,018 ",587 ,0 ,"6,330 ","5,204 ",843 ,283 ,0 ,"5,146 ","3,837 ","1,038 ",271 ,0 ,"4,230 ","2,679 ","1,339 ",212 ,0 ,"3,773 ","2,966 ",676 ,131 ,0 ,"1,982 ","1,156 ",722 ,104 ,0 ,"2,323 ","1,740 ",444 ,139 ,0 ,"1,775 ","1,355 ",297 ,123 ,0 ,"2,578 ","1,878 ",612 ,88 ,0 ,2636,2251,294,91,0,"1,908 ","1,266 ",511 ,131 ,0 ,"1,516 ",1271,196,49,0,"1,399 ",908 ,399 ,92 ,0 ,6761,4431,1316,1014,0,,,,,,
,Apr．,"130,460 ","101,441 ","23,114 ","5,905 ",0 ,"27,049 ","21,429 ","4,330 ","1,290 ",0 ,"27,146 ","22,570 ","3,593 ",983 ,0 ,"15,661 ","9,913 ","5,070 ",678 ,0 ,"10,402 ","8,326 ","1,741 ",335 ,0 ,"5,207 ","3,590 ","1,142 ",475 ,0 ,"5,469 ","4,537 ",668 ,264 ,0 ,"5,230 ","4,156 ",865 ,209 ,0 ,"5,037 ","3,803 ","1,066 ",168 ,0 ,"5,476 ","4,768 ",582 ,126 ,0 ,"2,582 ","1,992 ",518 ,72 ,0 ,"2,370 ","1,912 ",388 ,70 ,0 ,"2,805 ","2,307 ",335 ,163 ,0 ,"1,934 ","1,367 ",527 ,40 ,0 ,1448,1115,282,51,0,"1,726 ","1,212 ",427 ,87 ,0 ,"1,571 ",1377,154,40,0,"1,372 ",957 ,312 ,103 ,0 ,7975,6110,1114,751,0,,,,,,
,May．,"102,667 ","71,505 ","24,320 ","6,842 ",0 ,"19,882 ","13,575 ","5,033 ","1,274 ",0 ,"20,324 ","15,246 ","3,659 ","1,419 ",0 ,"14,340 ","8,559 ","4,914 ",867 ,0 ,"7,873 ","5,763 ","1,765 ",345 ,0 ,"4,275 ","2,465 ","1,010 ",800 ,0 ,"5,578 ","4,521 ",819 ,238 ,0 ,"3,424 ","2,251 ",980 ,193 ,0 ,"4,269 ","3,023 ","1,061 ",185 ,0 ,"3,402 ","2,731 ",549 ,122 ,0 ,"2,083 ","1,355 ",632 ,96 ,0 ,"1,739 ","1,174 ",466 ,99 ,0 ,"2,434 ","1,970 ",326 ,138 ,0 ,"1,565 ",955 ,545 ,65 ,0 ,1042,708,285,49,0,"1,480 ",937 ,452 ,91 ,0 ,"1,429 ",1251,151,27,0,"1,097 ",687 ,315 ,95 ,0 ,6431,4334,1358,739,0,,,,,,
,Jun．,"82,754 ","52,918 ","24,172 ","5,664 ",0 ,"16,839 ","11,081 ","4,879 ",879 ,0 ,"13,500 ","8,642 ","3,926 ",932 ,0 ,"10,537 ","4,591 ","5,276 ",670 ,0 ,"6,410 ","4,489 ","1,633 ",288 ,0 ,"3,756 ","2,459 ",803 ,494 ,0 ,"5,269 ","4,407 ",645 ,217 ,0 ,"3,685 ","2,724 ",802 ,159 ,0 ,"3,201 ","1,803 ","1,279 ",119 ,0 ,"2,325 ","1,668 ",579 ,78 ,0 ,"1,520 ",834 ,607 ,79 ,0 ,"1,863 ","1,415 ",352 ,96 ,0 ,"1,866 ","1,338 ",335 ,193 ,0 ,"1,530 ",924 ,545 ,61 ,0 ,1558,1237,283,38,0,"1,075 ",544 ,466 ,65 ,0 ,"1,318 ",1108,173,37,0,"1,014 ",604 ,342 ,68 ,0 ,5488,3050,1247,1191,0,,,,,,
,Jul．,"134,217 ","107,592 ","19,787 ","6,838 ",0 ,"26,340 ","20,977 ","4,017 ","1,346 ",0 ,"22,304 ","18,116 ","3,100 ","1,088 ",0 ,"13,845 ","8,422 ","4,666 ",757 ,0 ,"9,963 ","7,921 ","1,694 ",348 ,0 ,"5,041 ","3,428 ",873 ,740 ,0 ,"9,843 ","8,845 ",692 ,306 ,0 ,"5,647 ","5,048 ",423 ,176 ,0 ,"7,219 ","6,213 ",875 ,131 ,0 ,"5,573 ","5,064 ",412 ,97 ,0 ,"3,467 ","2,977 ",411 ,79 ,0 ,"2,565 ","2,256 ",231 ,78 ,0 ,"2,662 ","2,183 ",240 ,239 ,0 ,"3,428 ","3,051 ",308 ,69 ,0 ,3058,2891,131,36,0,"1,911 ","1,502 ",338 ,71 ,0 ,"2,160 ",1975,142,43,0,"1,543 ","1,176 ",243 ,124 ,0 ,7648,5547,991,1110,0,,,,,,
,Aug．,"118,791 ","91,899 ","15,514 ","11,378 ",0 ,"20,466 ","14,573 ","3,356 ","2,537 ",0 ,"21,199 ","17,017 ","1,928 ","2,254 ",0 ,"13,405 ","8,700 ","3,481 ","1,224 ",0 ,"16,658 ","15,201 ",928 ,529 ,0 ,"4,826 ","3,308 ",703 ,815 ,0 ,"13,520 ","12,767 ",395 ,358 ,0 ,"2,640 ","1,590 ",643 ,407 ,0 ,"3,765 ","2,779 ",737 ,249 ,0 ,"3,024 ","2,384 ",449 ,191 ,0 ,"1,910 ","1,374 ",389 ,147 ,0 ,"1,196 ",723 ,257 ,216 ,0 ,"2,261 ","1,721 ",219 ,321 ,0 ,"1,195 ",726 ,337 ,132 ,0 ,911,584,186,141,0,"1,706 ","1,265 ",305 ,136 ,0 ,"2,240 ",2089,79,72,0,"1,184 ",755 ,238 ,191 ,0 ,6685,4343,884,1458,0,,,,,,
,Sep．,"102,847 ","67,281 ","22,956 ","12,610 ",0 ,"22,699 ","14,957 ","4,988 ","2,754 ",0 ,"15,276 ","9,839 ","3,376 ","2,061 ",0 ,"14,542 ","8,329 ","4,747 ","1,466 ",0 ,"8,368 ","5,824 ","1,589 ",955 ,0 ,"4,216 ","2,460 ",860 ,896 ,0 ,"7,604 ","6,365 ",724 ,515 ,0 ,"3,097 ","1,830 ",931 ,336 ,0 ,"4,138 ","2,702 ","1,160 ",276 ,0 ,"3,259 ","2,492 ",562 ,205 ,0 ,"2,045 ","1,351 ",548 ,146 ,0 ,"1,478 ",846 ,404 ,228 ,0 ,"2,470 ","1,753 ",277 ,440 ,0 ,"1,483 ",837 ,529 ,117 ,0 ,1307,924,270,113,0,"1,613 ","1,001 ",459 ,153 ,0 ,"1,449 ",1220,152,77,0,"1,241 ",798 ,287 ,156 ,0 ,6562,3753,1093,1716,0,,,,,,
,Oct．,"135,290 ","95,454 ","30,766 ","9,070 ",0 ,"26,221 ","18,921 ","6,020 ","1,280 ",0 ,"23,871 ","17,933 ","4,638 ","1,300 ",0 ,"18,840 ","11,089 ","6,794 ",957 ,0 ,"10,192 ","7,364 ","2,218 ",610 ,0 ,"5,230 ","3,285 ","1,329 ",616 ,0 ,"8,381 ","6,759 ",896 ,726 ,0 ,"5,170 ","3,753 ","1,098 ",319 ,0 ,"5,730 ","4,001 ","1,501 ",228 ,0 ,"5,025 ","4,160 ",742 ,123 ,0 ,"2,865 ","1,961 ",785 ,119 ,0 ,"2,113 ","1,494 ",482 ,137 ,0 ,"3,160 ","2,337 ",434 ,389 ,0 ,"2,733 ","2,046 ",601 ,86 ,0 ,1808,1296,467,45,0,"1,911 ","1,163 ",600 ,148 ,0 ,"1,769 ",1556,169,44,0,"1,357 ",902 ,379 ,76 ,0 ,8914,5434,1613,1867,0,,,,,,
,Nov．,"101,704 ","60,379 ","34,204 ","7,121 ",0 ,"21,577 ","13,194 ","6,904 ","1,479 ",0 ,"16,277 ","9,839 ","5,212 ","1,226 ",0 ,"14,723 ","6,555 ","7,276 ",892 ,0 ,"7,213 ","4,476 ","2,457 ",280 ,0 ,"5,593 ","3,578 ","1,380 ",635 ,0 ,"5,014 ","3,797 ",987 ,230 ,0 ,"3,937 ","2,409 ","1,354 ",174 ,0 ,"4,448 ","2,471 ","1,738 ",239 ,0 ,"2,696 ","1,810 ",772 ,114 ,0 ,"2,039 ","1,175 ",789 ,75 ,0 ,"2,234 ","1,395 ",588 ,251 ,0 ,"2,063 ","1,413 ",432 ,218 ,0 ,"1,709 ","1,003 ",628 ,78 ,0 ,1349,882,436,31,0,"1,565 ",808 ,664 ,93 ,0 ,"1,581 ",1279,251,51,0,"1,169 ",585 ,478 ,106 ,0 ,6517,3710,1858,949,0,,,,,,
,Dec．,"85,289 ","64,723 ","14,896 ","5,670 ",0 ,"19,410 ","15,193 ","3,010 ","1,207 ",0 ,"14,255 ","10,570 ","2,574 ","1,111 ",0 ,"10,173 ","6,476 ","3,060 ",637 ,0 ,"8,402 ","7,061 ","1,074 ",267 ,0 ,"3,913 ","2,747 ",665 ,501 ,0 ,"4,871 ","4,232 ",432 ,207 ,0 ,"3,391 ","2,680 ",528 ,183 ,0 ,"3,313 ","2,447 ",746 ,120 ,0 ,"2,319 ","1,829 ",396 ,94 ,0 ,"1,380 ",923 ,384 ,73 ,0 ,"1,872 ","1,561 ",247 ,64 ,0 ,919 ,672 ,156 ,91 ,0 ,"1,142 ",823 ,250 ,69 ,0 ,1254,1027,185,42,0,"1,165 ",807 ,253 ,105 ,0 ,"1,852 ",1744,77,31,0,"1,076 ",818 ,185 ,73 ,0 ,4582,3113,674,795,0,,,,,,
,2016　Jan．,"76,718 ","41,924 ","21,495 ","13,299 ",,"17,616 ","10,524 ","4,456 ","2,636 ",,"12,077 ","6,257 ","3,438 ","2,382 ",,"9,659 ","3,780 ","4,517 ","1,362 ",,"5,149 ","2,805 ","1,597 ",747 ,,"4,257 ","2,667 ",673 ,917 ,,"3,017 ","1,745 ",628 ,644 ,,"3,624 ","2,458 ",730 ,436 ,,"2,639 ","1,439 ",972 ,228 ,,"1,916 ","1,205 ",510 ,201 ,,"1,387 ",717 ,519 ,151 ,,"1,866 ","1,250 ",379 ,237 ,,"1,849 ",932 ,342 ,575 ,,"1,350 ",745 ,467 ,138 ,,"1,350",972,286,92,,"1,132 ",637 ,334 ,161 ,,"1,110 ",820,173,117,,"1,162 ",579 ,306 ,277 ,,"5,558","2,392","1,168","1,998",0,,,,,,
,Feb．,"81,686 ","52,140 ","24,032 ","5,514 ",,"20,057 ","14,081 ","4,969 ","1,007 ",,"14,502 ","9,960 ","3,608 ",934 ,,"11,279 ","5,272 ","5,325 ",682 ,,"5,374 ","3,241 ","1,826 ",307 ,,"3,202 ","1,654 ",969 ,579 ,,"3,028 ","2,174 ",673 ,181 ,,"2,964 ","2,034 ",788 ,142 ,,"3,094 ","1,805 ","1,154 ",135 ,,"2,151 ","1,524 ",527 ,100 ,,"1,530 ",914 ,551 ,65 ,,"1,903 ","1,411 ",400 ,92 ,,"1,664 ","1,197 ",361 ,106 ,,"1,493 ",927 ,512 ,54 ,,"1,307",990,285,32,,"1,421 ",798 ,473 ,150 ,,"1,127 ",984,125,18,,"1,151 ",725 ,348 ,78 ,,"4,439","2,449","1,138",852,0,,,,,,
,Mar．,"147,917 ","115,001 ","24,448 ","8,468 ",,"34,746 ","28,529 ","4,815 ","1,402 ",,"22,122 ","16,607 ","3,810 ","1,705 ",,"21,113 ","14,927 ","4,938 ","1,248 ",,"10,687 ","8,179 ","1,951 ",557 ,,"4,934 ","3,235 ","1,142 ",557 ,,"8,701 ","7,546 ",843 ,312 ,,"6,532 ","5,400 ",865 ,267 ,,"4,879 ","3,479 ","1,157 ",243 ,,"5,167 ","4,473 ",531 ,163 ,,"3,355 ","2,641 ",602 ,112 ,,"2,473 ","1,892 ",387 ,194 ,,"2,796 ","2,299 ",293 ,204 ,,"3,084 ","2,462 ",531 ,91 ,,"3,265","2,868",289,108,,"2,324 ","1,706 ",490 ,128 ,,"1,751 ","1,555",127,69,,"1,742 ","1,316 ",318 ,108 ,,"8,246","5,887","1,359","1,000",0,,,,,,
,Apr．,"149,774 ","116,542 ","26,248 ","6,984 ",,"28,499 ","22,120 ","4,992 ","1,387 ",,"33,978 ","29,025 ","3,836 ","1,117 ",,"18,048 ","11,324 ","5,944 ",780 ,,"12,017 ","9,603 ","1,947 ",467 ,,"5,421 ","3,406 ","1,405 ",610 ,,"6,422 ","5,360 ",769 ,293 ,,"5,047 ","3,902 ",957 ,188 ,,"7,047 ","5,724 ","1,160 ",163 ,,"5,328 ","4,620 ",610 ,98 ,,"2,739 ","2,060 ",591 ,88 ,,"2,354 ","1,814 ",440 ,100 ,,"4,245 ","3,694 ",307 ,244 ,,"2,090 ","1,489 ",552 ,49 ,,"1,386","1,028",308,50,,"2,008 ","1,421 ",493 ,94 ,,"1,840 ","1,568",217,55,,"1,416 ",957 ,358 ,101 ,,"9,889","7,427","1,362","1,100",0,,,,,,
